gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cells Memory	CAFs MSC iCAF-like s1	CAFs MSC iCAF-like s2	CAFs myCAF like s4	CAFs myCAF like s5	Cancer Basal SC_0	Cancer Basal SC_1	Cancer Basal SC_2	Cancer Cycling_0	Cancer Cycling_1	Cancer Cycling_2	Cancer Her2 SC_0	Cancer Her2 SC_1	Cancer Her2 SC_2	Cancer LumA SC_0	Cancer LumA SC_1	Cancer LumA SC_2	Cancer LumB SC_1	Cancer LumB SC_2	Cycling PVL	Cycling_Myeloid	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	G0_arrested	Luminal Progenitors_0	Luminal Progenitors_1	Luminal Progenitors_2	Mature Luminal_0	Mature Luminal_1	Mature Luminal_2	Myeloid_c0_DC_LAMP3	Myeloid_c10_Macrophage_1_EGR1	Myeloid_c11_cDC2_CD1C	Myeloid_c12_Monocyte_1_IL1B	Myeloid_c1_LAM1_FABP5	Myeloid_c2_LAM2_APOE	Myeloid_c3_cDC1_CLEC9A	Myeloid_c4_DCs_pDC_IRF7	Myeloid_c5_Macrophage_3_SIGLEC1	Myeloid_c8_Monocyte_2_S100A9	Myeloid_c9_Macrophage_2_CXCL10	Myoepithelial_0	Myoepithelial_2	PVL Differentiated s3	PVL Immature s1	PVL_Immature s2	Plasmablasts	T_cells_c11_MKI67	T_cells_c2_CD4+_T-regs_FOXP3	T_cells_c5_CD8+_GZMK	T_cells_c6_IFIT1
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS01D65FEFD	SLC1A1	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.016	0.0	0.011	0.013	0.0	0.0	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.015	0.0	0.01	0.027	0.024	0.014	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.045	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC0160048A0	SLC1A1	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.016	0.0	0.011	0.013	0.0	0.0	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.015	0.0	0.01	0.027	0.024	0.014	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.045	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC0E8B3C37F	SLC1A1	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.016	0.0	0.011	0.013	0.0	0.0	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.015	0.0	0.01	0.027	0.024	0.014	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.045	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC072B222EE	SLC1A1	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.016	0.0	0.011	0.013	0.0	0.0	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.015	0.0	0.01	0.027	0.024	0.014	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.045	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC01F565028	SLC1A1	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.016	0.0	0.011	0.013	0.0	0.0	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.015	0.0	0.01	0.027	0.024	0.014	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.045	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CC07C08B2DE	SLC1A1	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.016	0.0	0.011	0.013	0.0	0.0	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.015	0.0	0.01	0.027	0.024	0.014	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.045	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0286AF8D6	SLC1A1	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.016	0.0	0.011	0.013	0.0	0.0	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.015	0.0	0.01	0.027	0.024	0.014	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.045	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0041BE443	SLC1A1	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.016	0.0	0.011	0.013	0.0	0.0	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.015	0.0	0.01	0.027	0.024	0.014	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.045	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A1	P43005	True	EAA3_HUMAN	Glutamate_byGLS2_and_SLC1A1	CPI-CS0A14FBC54	SLC1A1	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.016	0.0	0.011	0.013	0.0	0.0	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.015	0.0	0.01	0.027	0.024	0.014	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.045	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS00BBBEE62	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS07BBA568D	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS056114BA1	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0B15FCB8B	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0D02A5FE5	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC033AC2E73	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0A00FD94B	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0CA804C89	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC03E04AA64	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0AC4592F2	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0DCE246DF	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0DD99C42B	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS08C7956BD	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0FA9C25E9	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0B9E5E3DB	SLC1A2	0.025	0.015	0.0	0.0	0.028	0.028	0.031	0.015	0.0	0.034	0.012	0.0	0.08	0.086	0.0	0.092	0.2	0.281	0.154	0.0	0.0	0.015	0.008	0.048	0.017	0.098	0.019	0.0	0.0	0.0	0.095	0.0	0.125	0.024	0.0	0.0	0.036	0.045	0.0	0.0	0.167	0.0	0.049	0.032	0.0	0.02	0.0	0.038	0.017	0.0	0.0	0.023	0.044
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS07040A8BB	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0B607E7E2	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0CC3AA145	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5ABF3E	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0D4DE23C7	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B810B839	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS053847508	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B6964744	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0E3F34DEF	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DE59E92B	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0C109D7DD	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC017AB6A86	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0916EF39D	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0D7A1419D	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0A2EDD507	SLC1A2	0.025	0.008	0.0	0.0	0.012	0.028	0.002	0.015	0.0	0.011	0.012	0.0	0.011	0.003	0.0	0.056	0.0	0.037	0.077	0.0	0.0	0.012	0.008	0.0	0.01	0.027	0.019	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.01	0.0	0.019	0.006	0.0	0.0	0.013	0.026
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0E765613E	SLC1A3	0.1	0.144	0.0	0.429	0.179	0.028	0.051	0.081	0.077	0.09	0.061	0.214	0.245	0.352	0.0	0.078	0.0	0.149	0.0	0.077	0.429	0.077	0.053	0.048	0.146	0.129	0.067	0.057	0.2	0.0	0.108	1.0	0.333	0.44	0.0	0.2	0.392	0.302	0.333	0.095	0.0	0.667	0.302	0.12	0.167	0.09	0.2	0.365	0.124	0.0	0.0	0.13	0.386
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0692512DE	SLC1A3	0.1	0.144	0.0	0.429	0.179	0.028	0.051	0.081	0.077	0.09	0.061	0.214	0.245	0.352	0.0	0.078	0.0	0.149	0.0	0.077	0.429	0.077	0.053	0.048	0.146	0.129	0.067	0.057	0.2	0.0	0.108	1.0	0.333	0.44	0.0	0.2	0.392	0.302	0.333	0.095	0.0	0.667	0.302	0.12	0.167	0.09	0.2	0.365	0.124	0.0	0.0	0.13	0.386
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS04BFC66DA	SLC1A3	0.1	0.144	0.0	0.429	0.179	0.028	0.051	0.081	0.077	0.09	0.061	0.214	0.245	0.352	0.0	0.078	0.0	0.149	0.0	0.077	0.429	0.077	0.053	0.048	0.146	0.129	0.067	0.057	0.2	0.0	0.108	1.0	0.333	0.44	0.0	0.2	0.392	0.302	0.333	0.095	0.0	0.667	0.302	0.12	0.167	0.09	0.2	0.365	0.124	0.0	0.0	0.13	0.386
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS037F4EF32	SLC1A3	0.1	0.144	0.0	0.429	0.179	0.028	0.051	0.081	0.077	0.09	0.061	0.214	0.245	0.352	0.0	0.078	0.0	0.149	0.0	0.077	0.429	0.077	0.053	0.048	0.146	0.129	0.067	0.057	0.2	0.0	0.108	1.0	0.333	0.44	0.0	0.2	0.392	0.302	0.333	0.095	0.0	0.667	0.302	0.12	0.167	0.09	0.2	0.365	0.124	0.0	0.0	0.13	0.386
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0063E25BD	SLC1A3	0.1	0.144	0.0	0.429	0.179	0.028	0.051	0.081	0.077	0.09	0.061	0.214	0.245	0.352	0.0	0.078	0.0	0.149	0.0	0.077	0.429	0.077	0.053	0.048	0.146	0.129	0.067	0.057	0.2	0.0	0.108	1.0	0.333	0.44	0.0	0.2	0.392	0.302	0.333	0.095	0.0	0.667	0.302	0.12	0.167	0.09	0.2	0.365	0.124	0.0	0.0	0.13	0.386
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0E60351FF	SLC1A3	0.1	0.144	0.0	0.429	0.179	0.028	0.051	0.081	0.077	0.09	0.061	0.214	0.245	0.352	0.0	0.078	0.0	0.149	0.0	0.077	0.429	0.077	0.053	0.048	0.146	0.129	0.067	0.057	0.2	0.0	0.108	1.0	0.333	0.44	0.0	0.2	0.392	0.302	0.333	0.095	0.0	0.667	0.302	0.12	0.167	0.09	0.2	0.365	0.124	0.0	0.0	0.13	0.386
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0EB60A2B2	SLC1A3	0.1	0.144	0.0	0.429	0.179	0.028	0.051	0.081	0.077	0.09	0.061	0.214	0.245	0.352	0.0	0.078	0.0	0.149	0.0	0.077	0.429	0.077	0.053	0.048	0.146	0.129	0.067	0.057	0.2	0.0	0.108	1.0	0.333	0.44	0.0	0.2	0.392	0.302	0.333	0.095	0.0	0.667	0.302	0.12	0.167	0.09	0.2	0.365	0.124	0.0	0.0	0.13	0.386
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC049F2ABCF	SLC1A3	0.1	0.144	0.0	0.429	0.179	0.028	0.051	0.081	0.077	0.09	0.061	0.214	0.245	0.352	0.0	0.078	0.0	0.149	0.0	0.077	0.429	0.077	0.053	0.048	0.146	0.129	0.067	0.057	0.2	0.0	0.108	1.0	0.333	0.44	0.0	0.2	0.392	0.302	0.333	0.095	0.0	0.667	0.302	0.12	0.167	0.09	0.2	0.365	0.124	0.0	0.0	0.13	0.386
