gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Bcell	CAF	CD4.T	EC	Exhausted_CD8_T_cell	Fast_cycling	Fib	G0_arrested	Mac	Mast	Peri	Plas.B	Slow_cycling	TAM	Treg	cDC	pDC
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS0B0B67CA2	NRXN2	0.003	0.045	0.001	0.005	0.0	0.006	0.099	0.004	0.0	0.0	0.081	0.002	0.004	0.001	0.001	0.006	0.0
NRXN3	Q9HDB5	False	NRX3B_HUMAN		CPI-SS05E4F3F47	NRXN3	0.002	0.005	0.002	0.005	0.0	0.006	0.006	0.016	0.0	0.0	0.045	0.001	0.019	0.0	0.0	0.001	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS085E3E37F	TENM1	0.002	0.008	0.006	0.003	0.006	0.01	0.055	0.001	0.003	0.0	0.016	0.002	0.001	0.001	0.006	0.002	0.003
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS09159B142	TENM2	0.001	0.011	0.002	0.003	0.0	0.017	0.002	0.023	0.001	0.0	0.0	0.001	0.015	0.001	0.001	0.001	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS04FD52559	TENM3	0.002	0.157	0.0	0.005	0.0	0.0	0.042	0.019	0.0	0.0	0.009	0.0	0.018	0.0	0.0	0.001	0.002
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0EC12EAD9	TENM4	0.0	0.1	0.0	0.0	0.001	0.0	0.05	0.002	0.001	0.0	0.007	0.0	0.001	0.006	0.0	0.003	0.0
FLRT1	Q9NZU1	False	FLRT1_HUMAN		CPI-SS0430C8A78	FLRT1	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS0474E1C15	FLRT2	0.005	0.101	0.003	0.183	0.002	0.011	0.224	0.012	0.011	0.0	0.016	0.001	0.005	0.005	0.002	0.003	0.002
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS052641D5A	FLRT3	0.006	0.01	0.0	0.008	0.0	0.05	0.011	0.047	0.001	0.0	0.002	0.014	0.137	0.004	0.002	0.011	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS038A612D7	TENM1	0.002	0.008	0.006	0.003	0.006	0.01	0.055	0.001	0.003	0.0	0.016	0.002	0.001	0.001	0.006	0.002	0.003
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS0BCB3D402	TENM2	0.001	0.011	0.002	0.003	0.0	0.017	0.002	0.023	0.001	0.0	0.0	0.001	0.015	0.001	0.001	0.001	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS0EA023E51	TENM3	0.002	0.157	0.0	0.005	0.0	0.0	0.042	0.019	0.0	0.0	0.009	0.0	0.018	0.0	0.0	0.001	0.002
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS01F00A48A	TENM4	0.0	0.1	0.0	0.0	0.001	0.0	0.05	0.002	0.001	0.0	0.007	0.0	0.001	0.006	0.0	0.003	0.0
UNC5A	Q6ZN44	False	UNC5A_HUMAN		CPI-SS0F6BE4D47	UNC5A	0.0	0.0	0.0	0.005	0.0	0.005	0.0	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS08BFFB96E	FLRT3	0.006	0.01	0.0	0.008	0.0	0.05	0.011	0.047	0.001	0.0	0.002	0.014	0.137	0.004	0.002	0.011	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS083BB1EB3	TENM1	0.002	0.008	0.006	0.003	0.006	0.01	0.055	0.001	0.003	0.0	0.016	0.002	0.001	0.001	0.006	0.002	0.003
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS021718DBF	TENM2	0.001	0.011	0.002	0.003	0.0	0.017	0.002	0.023	0.001	0.0	0.0	0.001	0.015	0.001	0.001	0.001	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS075F456AF	TENM3	0.002	0.157	0.0	0.005	0.0	0.0	0.042	0.019	0.0	0.0	0.009	0.0	0.018	0.0	0.0	0.001	0.002
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0FD44484F	TENM4	0.0	0.1	0.0	0.0	0.001	0.0	0.05	0.002	0.001	0.0	0.007	0.0	0.001	0.006	0.0	0.003	0.0
GAL	P22466	False	GALA_HUMAN		CPI-SS0BE567EFB	GAL	0.004	0.2	0.004	0.009	0.007	0.571	0.904	0.017	0.019	0.0	0.025	0.007	0.096	0.014	0.002	0.003	0.0
GAL	P22466	False	GALA_HUMAN		CPI-SS04BCE85CA	GAL	0.004	0.2	0.004	0.009	0.007	0.571	0.904	0.017	0.019	0.0	0.025	0.007	0.096	0.014	0.002	0.003	0.0
GAL	P22466	False	GALA_HUMAN		CPI-SS0442ADAA5	GAL	0.004	0.2	0.004	0.009	0.007	0.571	0.904	0.017	0.019	0.0	0.025	0.007	0.096	0.014	0.002	0.003	0.0
LGALS3	P17931	False	LEG3_HUMAN		CPI-SS076940BCD	LGALS3	0.405	1.803	0.546	1.606	0.649	4.851	2.976	2.663	3.623	1.143	1.427	0.691	4.69	5.24	0.57	1.831	0.086
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0F7FF099C	GAS6	0.019	0.553	0.01	0.482	0.005	0.131	0.567	0.204	0.063	0.0	0.429	0.31	0.115	0.237	0.006	0.135	0.491
LGALS9	O00182	False	LEG9_HUMAN		CPI-SC0CF28722B	LGALS9	0.399	0.148	0.116	0.674	0.304	0.113	0.17	0.049	0.959	0.381	0.097	0.078	0.118	1.348	0.307	1.163	0.397
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	LGALS9	0.399	0.148	0.116	0.674	0.304	0.113	0.17	0.049	0.959	0.381	0.097	0.078	0.118	1.348	0.307	1.163	0.397
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0CE693E3E	LGALS9	0.399	0.148	0.116	0.674	0.304	0.113	0.17	0.049	0.959	0.381	0.097	0.078	0.118	1.348	0.307	1.163	0.397
GIP	P09681	False	GIP_HUMAN		CPI-SS00C33AA55	GIP	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRP	P07492	False	GRP_HUMAN		CPI-SS07AF9303D	GRP	0.002	0.563	0.005	0.009	0.001	0.001	0.048	0.224	0.001	0.0	0.129	0.001	0.079	0.003	0.001	0.003	0.0
NMB	P08949	False	NMB_HUMAN		CPI-SS0B9B66F8E	NMB	0.056	0.155	0.061	0.085	0.041	0.393	0.235	0.101	0.331	0.0	0.072	0.079	0.195	0.12	0.591	0.074	0.038
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0AE964947	GAS6	0.019	0.553	0.01	0.482	0.005	0.131	0.567	0.204	0.063	0.0	0.429	0.31	0.115	0.237	0.006	0.135	0.491
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0BDA0E5E0	GAS6	0.019	0.553	0.01	0.482	0.005	0.131	0.567	0.204	0.063	0.0	0.429	0.31	0.115	0.237	0.006	0.135	0.491
TULP1	O00294	False	TULP1_HUMAN		CPI-SS0E9F23560	TULP1	0.001	0.0	0.0	0.0	0.0	0.014	0.001	0.001	0.001	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.0
GDF10	P55107	False	GDF10_HUMAN		CPI-SC0A86600AA	GDF10	0.001	0.003	0.008	0.0	0.001	0.0	0.057	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002
GDF11	O95390	False	GDF11_HUMAN		CPI-SC0002A7A8F	GDF11	0.059	0.062	0.065	0.074	0.065	0.068	0.063	0.024	0.033	0.048	0.088	0.033	0.053	0.029	0.049	0.036	0.033
GDF3	Q9NR23	False	GDF3_HUMAN		CPI-SC01987CF29	GDF3	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTN	O14793	False	GDF8_HUMAN		CPI-SC0CC98A4B4	MSTN	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0
INHA	P05111	False	INHA_HUMAN		CPI-SC0FDDA8A63	INHA	0.003	0.003	0.0	0.0	0.0	0.011	0.001	0.002	0.001	0.0	0.002	0.002	0.017	0.0	0.001	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC00C9C81E3	GDF11	0.059	0.062	0.065	0.074	0.065	0.068	0.063	0.024	0.033	0.048	0.088	0.033	0.053	0.029	0.049	0.036	0.033
INHA	P05111	False	INHA_HUMAN		CPI-SC0B3D321CC	INHA	0.003	0.003	0.0	0.0	0.0	0.011	0.001	0.002	0.001	0.0	0.002	0.002	0.017	0.0	0.001	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	GDF11	0.059	0.062	0.065	0.074	0.065	0.068	0.063	0.024	0.033	0.048	0.088	0.033	0.053	0.029	0.049	0.036	0.033
MSTN	O14793	False	GDF8_HUMAN		CPI-SC023986FB9	MSTN	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	GDF11	0.059	0.062	0.065	0.074	0.065	0.068	0.063	0.024	0.033	0.048	0.088	0.033	0.053	0.029	0.049	0.036	0.033
MSTN	O14793	False	GDF8_HUMAN		CPI-SC08968AFE6	MSTN	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0
GDF9	O60383	False	GDF9_HUMAN		CPI-SC0FDB4B6D9	GDF9	0.006	0.001	0.0	0.002	0.0	0.005	0.002	0.002	0.002	0.0	0.002	0.001	0.007	0.003	0.001	0.0	0.0
GHRH	P01286	False	SLIB_HUMAN		CPI-SS074050495	GHRH	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.002	0.001	0.003	0.0	0.0	0.0	0.002
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS0C9DBD840	GHRL	0.026	0.004	0.013	0.006	0.01	0.021	0.009	0.004	0.008	0.0	0.0	0.013	0.011	0.032	0.014	0.05	0.114
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS02AEB612C	GHRL	0.026	0.004	0.013	0.006	0.01	0.021	0.009	0.004	0.008	0.0	0.0	0.013	0.011	0.032	0.014	0.05	0.114
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	HLA-A	10.484	9.594	10.106	15.174	10.946	13.789	6.406	5.079	13.559	14.5	11.688	8.567	8.751	22.587	14.279	12.505	9.215
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	HLA-F	0.509	0.291	0.524	0.582	0.292	1.055	0.178	0.228	0.355	0.881	0.508	0.279	0.455	0.663	0.548	0.481	0.402
HLA-B	HLAB	False	HLAB		CPI-SS0987A89AE	HLA-B	18.487	17.357	14.62	21.632	12.772	23.357	8.206	8.086	16.375	21.286	16.591	19.495	13.406	29.846	16.69	20.114	16.372
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0BDD10277	HLA-F	0.509	0.291	0.524	0.582	0.292	1.055	0.178	0.228	0.355	0.881	0.508	0.279	0.455	0.663	0.548	0.481	0.402
HLA-C	HLAC	False	HLAC		CPI-SS0ABD11350	HLA-C	8.491	9.018	7.693	12.135	10.147	15.865	4.695	4.889	10.064	11.5	8.54	18.677	9.675	14.93	9.396	11.365	8.615
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	HLA-C	8.491	9.018	7.693	12.135	10.147	15.865	4.695	4.889	10.064	11.5	8.54	18.677	9.675	14.93	9.396	11.365	8.615
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	HLA-E	5.447	2.196	4.292	6.081	2.701	4.736	2.302	1.425	3.327	5.833	2.679	2.789	2.435	6.199	3.719	3.849	2.881
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC05A060D3B	HLA-E	5.447	2.196	4.292	6.081	2.701	4.736	2.302	1.425	3.327	5.833	2.679	2.789	2.435	6.199	3.719	3.849	2.881
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	HLA-E	5.447	2.196	4.292	6.081	2.701	4.736	2.302	1.425	3.327	5.833	2.679	2.789	2.435	6.199	3.719	3.849	2.881
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC066BD3097	HLA-E	5.447	2.196	4.292	6.081	2.701	4.736	2.302	1.425	3.327	5.833	2.679	2.789	2.435	6.199	3.719	3.849	2.881
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC04E52CC72	HLA-E	5.447	2.196	4.292	6.081	2.701	4.736	2.302	1.425	3.327	5.833	2.679	2.789	2.435	6.199	3.719	3.849	2.881
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	HLA-E	5.447	2.196	4.292	6.081	2.701	4.736	2.302	1.425	3.327	5.833	2.679	2.789	2.435	6.199	3.719	3.849	2.881
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0F16EAEBB	HLA-E	5.447	2.196	4.292	6.081	2.701	4.736	2.302	1.425	3.327	5.833	2.679	2.789	2.435	6.199	3.719	3.849	2.881
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0436D5870	HLA-F	0.509	0.291	0.524	0.582	0.292	1.055	0.178	0.228	0.355	0.881	0.508	0.279	0.455	0.663	0.548	0.481	0.402
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	HLA-F	0.509	0.291	0.524	0.582	0.292	1.055	0.178	0.228	0.355	0.881	0.508	0.279	0.455	0.663	0.548	0.481	0.402
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	HLA-G	0.018	0.013	0.006	0.014	0.025	0.047	0.016	0.021	0.027	0.0	0.016	0.026	0.029	0.031	0.022	0.023	0.019
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	HLA-F	0.509	0.291	0.524	0.582	0.292	1.055	0.178	0.228	0.355	0.881	0.508	0.279	0.455	0.663	0.548	0.481	0.402
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	HLA-G	0.018	0.013	0.006	0.014	0.025	0.047	0.016	0.021	0.027	0.0	0.016	0.026	0.029	0.031	0.022	0.023	0.019
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	CD1D	0.025	0.0	0.005	0.03	0.001	0.001	0.006	0.002	0.03	0.0	0.005	0.011	0.003	0.056	0.002	0.153	0.002
INHA	P05111	False	INHA_HUMAN		CPI-SC0E760DE88	INHA	0.003	0.003	0.0	0.0	0.0	0.011	0.001	0.002	0.001	0.0	0.002	0.002	0.017	0.0	0.001	0.0	0.0
INHA	P05111	False	INHA_HUMAN		CPI-SC020B01F65	INHA	0.003	0.003	0.0	0.0	0.0	0.011	0.001	0.002	0.001	0.0	0.002	0.002	0.017	0.0	0.001	0.0	0.0
INS	P01308	False	INS_HUMAN		CPI-SS05E4B1EBC	INS	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
INSL5	Q9Y5Q6	False	INSL5_HUMAN		CPI-SS063355A7A	INSL5	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KNG1	P01042	False	KNG1_HUMAN		CPI-SS08EEE96C2	KNG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
RLN3	Q8WXF3	False	REL3_HUMAN		CPI-SS0C1348C3F	RLN3	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC033AB13AE	IGF1	0.004	0.296	0.002	0.055	0.003	0.002	5.508	0.004	0.041	0.0	0.016	0.19	0.002	0.189	0.002	0.034	0.002
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	IGF1	0.004	0.296	0.002	0.055	0.003	0.002	5.508	0.004	0.041	0.0	0.016	0.19	0.002	0.189	0.002	0.034	0.002
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0322BA9B5	IGF1	0.004	0.296	0.002	0.055	0.003	0.002	5.508	0.004	0.041	0.0	0.016	0.19	0.002	0.189	0.002	0.034	0.002
NRG1	Q02297	False	NRG1_HUMAN		CPI-SC06CB2F292	NRG1	0.0	0.049	0.002	0.002	0.0	0.021	0.017	0.077	0.009	0.0	0.007	0.001	0.025	0.013	0.0	0.04	0.0
IGFBP3	P17936	False	IBP3_HUMAN		CPI-SS099ACF7FB	IGFBP3	0.009	1.461	0.014	4.246	0.0	0.267	1.141	0.326	0.014	0.0	0.034	0.013	0.29	0.016	0.015	0.01	0.035
IGFL1	Q6UW32	False	IGFL1_HUMAN		CPI-SS00ABEE10B	IGFL1	0.0	0.0	0.003	0.0	0.0	0.005	0.001	0.029	0.0	0.0	0.005	0.0	0.022	0.0	0.0	0.0	0.0
IGFL2	Q6UWQ7	False	IGFL2_HUMAN		CPI-SS08EDE5442	IGFL2	0.009	0.151	0.021	0.006	0.005	0.003	0.009	0.009	0.004	0.024	0.002	0.006	0.006	0.002	0.148	0.003	0.003
IGFL3	Q6UXB1	False	IGFL3_HUMAN		CPI-SS0327E1782	IGFL3	0.0	0.021	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.001	0.0	0.0	0.0
IFNB1	P01574	False	IFNB_HUMAN		CPI-SC02A19FC2F	IFNB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC06DAFCB1D	IFNE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
IFNG	P01579	False	IFNG_HUMAN		CPI-SC02DEB4893	IFNG	0.048	0.028	1.209	0.072	1.179	0.014	0.031	0.01	0.065	0.048	0.005	0.092	0.015	0.033	0.457	0.031	0.037
IFNL1	Q8IU54	False	IFNL1_HUMAN		CPI-SC09F9339AD	IFNL1	0.001	0.0	0.009	0.0	0.006	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.009	0.001	0.001	0.007	0.0
IFNL2	Q8IZJ0	False	IFNL2_HUMAN		CPI-SC00EEE0DC0	IFNL2	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNL3	Q8IZI9	False	IFNL3_HUMAN		CPI-SC01610499E	IFNL3	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
IFNL3	Q8IZI9	False	IFNL3_HUMAN		CPI-SC04BFAF330	IFNL3	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
IL10	P22301	False	IL10_HUMAN		CPI-SC0104DF8E5	IL10	0.034	0.005	0.065	0.008	0.017	0.002	0.011	0.0	0.13	0.024	0.002	0.005	0.002	0.234	0.05	0.139	0.0
IL11	P20809	False	IL11_HUMAN		CPI-SC0409FF431	IL11	0.0	0.05	0.001	0.002	0.0	0.003	0.019	0.003	0.001	0.0	0.007	0.001	0.006	0.0	0.001	0.0	0.0
IL13	P35225	False	IL13_HUMAN		CPI-SC0B433D463	IL13	0.0	0.0	0.005	0.002	0.011	0.0	0.001	0.0	0.0	0.095	0.0	0.002	0.001	0.001	0.025	0.001	0.0
IL4	P05112	False	IL4_HUMAN		CPI-SC023416061	IL4	0.0	0.0	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0
IL13	P35225	False	IL13_HUMAN		CPI-SS066FBE098	IL13	0.0	0.0	0.005	0.002	0.011	0.0	0.001	0.0	0.0	0.095	0.0	0.002	0.001	0.001	0.025	0.001	0.0
IL15	P40933	False	IL15_HUMAN		CPI-SC0C6EBD4D8	IL15	0.032	0.057	0.027	0.155	0.011	0.061	0.036	0.022	0.1	0.048	0.047	0.046	0.045	0.132	0.013	0.156	0.005
IL17F	Q96PD4	False	IL17F_HUMAN		CPI-SC02A0FA6D4	IL17F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL17C	Q9P0M4	False	IL17C_HUMAN		CPI-SC0BB896AE4	IL17C	0.001	0.0	0.001	0.0	0.001	0.003	0.0	0.006	0.001	0.0	0.0	0.002	0.002	0.001	0.0	0.001	0.0
IL18	Q14116	False	IL18_HUMAN		CPI-SC09CC14C07	IL18	0.021	0.004	0.015	0.016	0.007	0.049	0.069	0.016	0.391	0.286	0.014	0.008	0.029	1.103	0.005	0.597	0.072
IL19	Q9UHD0	False	IL19_HUMAN		CPI-SC04A53DBF4	IL19	0.004	0.005	0.006	0.002	0.0	0.033	0.006	0.004	0.003	0.0	0.002	0.002	0.019	0.004	0.002	0.01	0.002
IL20	Q9NYY1	False	IL20_HUMAN		CPI-SC011731570	IL20	0.047	0.008	0.001	0.009	0.0	0.156	0.006	0.027	0.0	0.0	0.0	0.008	0.111	0.006	0.006	0.006	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SC0BB766C68	IL24	0.01	0.013	0.008	0.008	0.001	0.021	0.008	0.001	0.0	0.0	0.005	0.002	0.014	0.0	0.006	0.003	0.002
IL1A	P01583	False	IL1A_HUMAN		CPI-SC0A7A5EEB3	IL1A	0.003	0.001	0.002	0.013	0.0	0.001	0.005	0.001	0.213	0.0	0.0	0.001	0.001	0.07	0.002	0.096	0.002
IL1B	P01584	False	IL1B_HUMAN		CPI-SC0D5A18C2E	IL1B	0.015	0.019	0.009	0.277	0.019	0.024	0.167	0.004	4.252	0.071	0.084	0.023	0.008	1.227	0.019	3.636	0.045
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC06CA2BDAB	IL1RN	0.008	0.012	0.007	0.063	0.031	0.032	0.045	0.02	2.164	0.048	0.027	0.011	0.035	0.619	0.026	0.804	0.014
IL1A	P01583	False	IL1A_HUMAN		CPI-SC0629FB330	IL1A	0.003	0.001	0.002	0.013	0.0	0.001	0.005	0.001	0.213	0.0	0.0	0.001	0.001	0.07	0.002	0.096	0.002
IL1B	P01584	False	IL1B_HUMAN		CPI-SC01BC018A0	IL1B	0.015	0.019	0.009	0.277	0.019	0.024	0.167	0.004	4.252	0.071	0.084	0.023	0.008	1.227	0.019	3.636	0.045
IL1RN	P18510	False	IL1RA_HUMAN		CPI-SC0CEE7CCC6	IL1RN	0.008	0.012	0.007	0.063	0.031	0.032	0.045	0.02	2.164	0.048	0.027	0.011	0.035	0.619	0.026	0.804	0.014
IL1F10	Q8WWZ1	False	IL1FA_HUMAN		CPI-SC038482032	IL1F10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL36G	Q9NZH8	False	IL36G_HUMAN		CPI-SC01F1DB97B	IL36G	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL36RN	Q9UBH0	False	I36RA_HUMAN		CPI-SC00798A43E	IL36RN	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
IL1RAP	Q9NPH3	False	IL1AP_HUMAN		CPI-SS0E12A78EF	IL1RAP	0.015	0.068	0.01	0.063	0.009	0.065	0.063	0.032	0.139	0.024	0.097	0.007	0.049	0.113	0.021	0.135	0.007
LRRC4B	Q9NT99	False	LRC4B_HUMAN		CPI-SS0D8DC28C6	LRRC4B	0.0	0.001	0.0	0.002	0.0	0.001	0.003	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.001	0.0	0.0
LRRC4C	Q9HCJ2	False	LRC4C_HUMAN		CPI-SS00373B59C	LRRC4C	0.002	0.026	0.0	0.006	0.0	0.01	0.066	0.049	0.001	0.0	0.007	0.004	0.036	0.002	0.0	0.001	0.0
LRFN4	Q6PJG9	False	LRFN4_HUMAN		CPI-SS0F023190B	LRFN4	0.015	0.039	0.015	0.075	0.029	0.204	0.072	0.039	0.072	0.0	0.032	0.012	0.106	0.079	0.021	0.051	0.042
LRFN5	Q96NI6	False	LRFN5_HUMAN		CPI-SS0CBB9D57D	LRFN5	0.001	0.013	0.0	0.002	0.0	0.001	0.051	0.0	0.001	0.0	0.007	0.0	0.001	0.0	0.0	0.0	0.0
IL2	P60568	False	IL2_HUMAN		CPI-SC0114881C6	IL2	0.001	0.002	0.05	0.0	0.005	0.001	0.0	0.0	0.003	0.0	0.002	0.002	0.001	0.002	0.023	0.0	0.002
IL2	P60568	False	IL2_HUMAN		CPI-SC0DE80D39C	IL2	0.001	0.002	0.05	0.0	0.005	0.001	0.0	0.0	0.003	0.0	0.002	0.002	0.001	0.002	0.023	0.0	0.002
IL20	Q9NYY1	False	IL20_HUMAN		CPI-SC0047E083C	IL20	0.047	0.008	0.001	0.009	0.0	0.156	0.006	0.027	0.0	0.0	0.0	0.008	0.111	0.006	0.006	0.006	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SC0E9FD5822	IL24	0.01	0.013	0.008	0.008	0.001	0.021	0.008	0.001	0.0	0.0	0.005	0.002	0.014	0.0	0.006	0.003	0.002
IL21	Q9HBE4	False	IL21_HUMAN		CPI-SC01684BC2F	IL21	0.0	0.002	0.005	0.0	0.005	0.001	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.072	0.0	0.0
IL22	Q9GZX6	False	IL22_HUMAN		CPI-SC052CCA5BF	IL22	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL25	Q9H293	False	IL25_HUMAN		CPI-SC0E7A581B3	IL25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL26	Q9NPH9	False	IL26_HUMAN		CPI-SC0F4F95585	IL26	0.0	0.0	0.003	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0
IL3	P08700	False	IL3_HUMAN		CPI-SC03898BCD9	IL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL33	O95760	False	IL33_HUMAN		CPI-SC0A2B4E2CE	IL33	0.002	0.037	0.0	0.701	0.0	0.182	0.174	0.059	0.001	0.0	0.002	0.005	0.085	0.004	0.002	0.001	0.0
IL37	Q9NZH6	False	IL37_HUMAN		CPI-SC025EE7104	IL37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL4	P05112	False	IL4_HUMAN		CPI-SC0C7198849	IL4	0.0	0.0	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0
